Date,Seed,Epochs,Learning Rate,Depth,Width,Mean,Mean_array,Forgetting
2025-01-07T00_10_00,1,50,0.001,2,75,38.88327419169845,"[54.04255319148936, 25.710088148873655, 0.26680896478121663, 16.968781470292043, 97.42813918305598]",74.69255037259428
2025-01-07T01_15_54,1,50,0.001,2,100,37.38073976620838,"[50.92198581560283, 18.658178256611166, 0.10672358591248667, 19.68781470292044, 97.52899646999495]",76.62115540142287
2025-01-07T02_07_00,1,50,0.001,5,5,21.814329687017626,"[10.732860520094563, 0.0, 0.05336179295624333, 0.0, 98.28542612203732]",95.6096630645288
2025-01-07T03_43_51,1,50,0.001,5,10,28.17537902494098,"[31.86761229314421, 0.0, 0.0, 11.530715005035248, 97.47856782652546]",87.49078396164562
2025-01-07T04_50_09,1,50,0.001,5,15,25.43368709397513,"[9.83451536643026, 19.09892262487757, 0.0, 0.0, 98.23499747856783]",91.71861550979074
2025-01-07T05_55_02,1,50,0.001,5,20,24.969674686283632,"[17.163120567375888, 0.6366307541625857, 0.05336179295624333, 9.466263846928499, 97.52899646999495]",92.11862152297726
2025-01-07T06_29_17,1,50,0.001,5,50,37.09894766087173,"[50.212765957446805, 9.353574926542606, 0.0, 27.99597180261833, 97.93242561775088]",77.13169020409141
2025-01-07T07_54_39,1,50,0.001,5,75,32.29391866069135,"[47.3758865248227, 9.01077375122429, 0.0, 6.847935548841893, 98.23499747856783]",83.38039805588271
2025-01-07T08_16_12,1,50,0.001,5,100,34.408844955523364,"[44.01891252955083, 14.93633692458374, 0.0, 14.8539778449144, 98.23499747856783]",80.69113858868032
2025-01-07T08_46_10,2,50,0.001,2,5,34.105325234832705,"[31.53664302600473, 4.3095004897159646, 1.6542155816435433, 36.304128902316215, 96.7221381744831]",80.02591475790169
2025-01-07T11_08_33,2,50,0.001,2,10,30.430743944715623,"[42.88416075650118, 0.0979431929480901, 0.21344717182497333, 11.983887210473315, 96.97428139183056]",85.0043522175296
2025-01-07T11_39_08,2,50,0.001,2,15,35.31406803464853,"[61.46572104018912, 13.56513222331048, 0.5869797225186766, 3.726082578046324, 97.22642460917801]",79.0513497271744
2025-01-07T11_54_30,2,50,0.001,2,20,40.72778858810759,"[61.371158392434985, 20.91087169441724, 0.21344717182497333, 24.169184290030213, 96.97428139183056]",72.0794215818146
2025-01-07T12_09_24,2,50,0.001,2,50,40.05174780200516,"[59.810874704491724, 16.503428011753183, 1.44076840981857, 25.075528700906347, 97.42813918305598]",73.1121931799772
2025-01-07T13_06_42,2,50,0.001,2,75,41.75432303597231,"[61.371158392434985, 20.959843290891282, 1.0672358591248665, 28.197381671701915, 97.17599596570852]",71.05106562263748
2025-01-07T13_21_32,2,50,0.001,2,100,40.74530517704111,"[61.13475177304964, 20.274240940254654, 0.26680896478121663, 24.47129909365559, 97.57942511346445]",72.45225827531004
2025-01-07T13_36_23,2,50,0.001,5,5,30.89461894326289,"[31.016548463356976, 0.04897159647404505, 0.0, 27.59315206445116, 95.81442259203227]",83.75140233000532
2025-01-07T13_52_21,2,50,0.001,5,10,22.77198742502763,"[16.02836879432624, 0.0, 0.0, 0.0, 97.8315683308119]",94.72932309299964
2025-01-07T14_08_17,2,50,0.001,5,15,31.423161300060777,"[38.91252955082742, 10.088148873653282, 0.21344717182497333, 10.322255790533736, 97.57942511346445]",84.19904230692683
2025-01-07T14_24_58,2,50,0.001,5,20,26.29804787772059,"[13.522458628841608, 3.721841332027424, 0.0, 16.76737160120846, 97.47856782652546]",90.2589569563736
2025-01-07T14_40_33,2,50,0.001,5,50,21.764153332149938,"[0.0, 10.28403525954946, 0.0, 0.5538771399798591, 97.98285426122038]",96.39775369269637
2025-01-07T14_56_04,2,50,0.001,5,75,35.90722512523148,"[55.55555555555556, 9.647404505386875, 0.6403415154749199, 15.709969788519636, 97.98285426122038]",78.66426929604808
2025-01-07T15_31_25,2,50,0.001,5,100,36.26546857215207,"[57.87234042553191, 10.920666013712047, 0.0, 14.803625377643503, 97.73071104387292]",78.33202815039132
2025-01-07T15_46_57,4,50,0.001,2,5,33.81361268787931,"[53.853427895981085, 0.1958863858961802, 0.32017075773745995, 17.573011077542798, 97.12556732223904]",80.32306278288925
2025-01-07T16_02_15,4,50,0.001,2,10,34.41908212491931,"[49.12529550827423, 4.897159647404505, 0.0, 20.44310171198389, 97.62985375693394]",79.97994378920922
2025-01-07T16_17_30,4,50,0.001,2,15,30.52801599949089,"[42.269503546099294, 9.500489715964742, 0.32017075773745995, 3.1722054380664653, 97.37771053958649]",84.97991967491572
2025-01-07T16_33_00,4,50,0.001,2,20,39.55475241703177,"[61.7966903073286, 18.854064642507346, 1.0138740661686232, 18.52970795568983, 97.57942511346445]",73.76025279027104
2025-01-07T16_53_04,4,50,0.001,2,50,39.452977816682726,"[48.274231678487, 25.073457394711067, 0.96051227321238, 25.629405840886204, 97.32728189611699]",73.93595575763814
2025-01-07T17_07_58,4,50,0.001,2,75,39.92702775077139,"[59.810874704491724, 26.199804113614107, 0.5869797225186766, 15.55891238670695, 97.47856782652546]",73.43716337312178
2025-01-07T17_22_56,4,50,0.001,2,100,43.11275787536188,"[63.64066193853428, 25.808031341821742, 4.215581643543223, 24.420946626384694, 97.47856782652546]",69.48920455322602
2025-01-07T17_38_05,4,50,0.001,5,5,29.902025371687717,"[52.43498817966903, 0.0, 0.0, 0.0, 97.07513867876955]",85.04342032480332
2025-01-07T17_54_17,4,50,0.001,5,10,25.042120435045405,"[27.328605200945628, 0.0, 0.0, 0.0, 97.88199697428139]",91.62535687403229
2025-01-07T18_10_14,4,50,0.001,5,15,21.748808131529348,"[10.307328605200945, 0.0, 0.0, 0.0, 98.43671205244578]",96.12122086277179
2025-01-07T18_27_11,4,50,0.001,5,20,22.211235634600637,"[7.281323877068557, 5.288932419196866, 0.0, 0.8056394763343404, 97.68028240040343]",95.42786652543998
2025-01-07T19_45_36,4,50,0.001,5,50,24.584905870705185,"[19.574468085106382, 4.3095004897159646, 0.0, 0.8559919436052367, 98.18456883509835]",92.79945199966036
2025-01-07T20_01_46,4,50,0.001,5,75,25.897139889940252,"[11.48936170212766, 1.2732615083251715, 0.16008537886872998, 18.52970795568983, 98.03328290468987]",91.20359123511702
2025-01-07T20_18_07,4,50,0.001,5,100,36.585513121709724,"[58.67612293144207, 6.023506366307542, 0.05336179295624333, 19.939577039274926, 98.23499747856783]",77.83912498396653
2025-01-07T20_34_16,5,50,0.001,2,5,24.41821819860564,"[2.3640661938534278, 8.03134182174339, 1.2273212379935965, 13.746223564954683, 96.7221381744831]",92.16379833995055
2025-01-07T20_50_14,5,50,0.001,2,10,35.70799053036298,"[51.91489361702127, 8.12928501469148, 0.3735325506937033, 21.19838872104733, 96.92385274836107]",78.09746667134111
2025-01-07T21_06_26,5,50,0.001,2,15,37.38210616653165,"[41.60756501182033, 34.280117531831536, 0.0, 13.897280966767372, 97.12556732223904]",76.32508413964429
2025-01-07T21_22_25,5,50,0.001,2,20,38.91378935533959,"[52.10401891252955, 21.302644466209596, 0.32017075773745995, 23.36354481369587, 97.47856782652546]",74.4966589735107
2025-01-07T21_38_01,5,50,0.001,2,50,38.478832868886634,"[46.28841607565012, 30.852105778648387, 0.9071504802561365, 16.968781470292043, 97.37771053958649]",75.10769371564422
2025-01-07T21_53_39,5,50,0.001,2,75,40.331136414219145,"[48.60520094562648, 32.85994123408423, 0.05336179295624333, 22.658610271903324, 97.47856782652546]",72.88416895088571
2025-01-07T22_09_22,5,50,0.001,2,100,38.99754109568804,"[48.652482269503544, 29.33398628795299, 0.6403415154749199, 18.78147029204431, 97.57942511346445]",74.6836160831885
2025-01-07T22_24_58,5,50,0.001,5,5,21.519108219821927,"[4.58628841607565, 0.6366307541625857, 5.549626467449306, 0.0, 96.8229954614221]",95.77526403063887
2025-01-07T23_15_25,5,50,0.001,5,10,19.697428139183053,"[0.0, 0.0, 0.0, 0.0, 98.48714069591527]",98.15027625116247
2025-01-07T23_33_15,5,50,0.001,5,15,22.384455729335226,"[0.0, 0.2938295788442703, 0.0, 13.595166163141995, 98.03328290468987]",95.5750206115102
2025-01-07T23_50_46,5,50,0.001,5,20,32.741422659985766,"[66.43026004728132, 0.0, 0.0, 0.0, 97.2768532526475]",82.19701074220308
2025-01-08T00_07_05,5,50,0.001,5,50,26.728095571830135,"[27.13947990543735, 8.619000979431929, 0.0, 0.0, 97.88199697428139]",89.96035840981386
2025-01-08T00_23_23,5,50,0.001,5,75,35.48780427545339,"[53.47517730496454, 12.536728697355533, 0.0, 13.343403826787512, 98.08371154815936]",79.41892608093058
2025-01-08T00_39_30,5,50,0.001,5,100,30.09418524927012,"[44.82269503546099, 6.953966699314397, 0.10672358591248667, 0.3021148036253776, 98.28542612203732]",86.09377773500262
2025-01-07T20_04_24,6,50,0.001,2,5,19.785372344733922,"[0.851063829787234, 0.5386875612144956, 0.16008537886872998, 0.4531722054380665, 96.92385274836107]",98.0093598918622
2025-01-07T20_18_29,6,50,0.001,2,10,36.907302405161246,"[67.89598108747045, 16.993143976493634, 0.96051227321238, 1.3091641490433032, 97.37771053958649]",77.03578521166753
2025-01-07T20_32_12,6,50,0.001,2,15,39.835123624714626,"[59.00709219858156, 21.841332027424095, 0.05336179295624333, 20.996978851963746, 97.2768532526475]",73.25912186188657
2025-01-07T20_46_05,6,50,0.001,2,20,40.17413770005472,"[52.15130023640662, 24.926542605288933, 1.44076840981857, 25.27693856998993, 97.07513867876955]",72.80130630702062
2025-01-07T21_00_05,6,50,0.001,2,50,42.13050635341064,"[60.047281323877066, 28.50146914789422, 0.05336179295624333, 24.672708962739172, 97.37771053958649]",70.70547484544147
2025-01-07T21_14_08,6,50,0.001,2,75,41.478504356669816,"[60.66193853427896, 23.94711067580803, 1.3874066168623265, 23.867069486404834, 97.52899646999495]",71.54563335670184
2025-01-07T21_28_06,6,50,0.001,2,100,41.23769862844091,"[60.09456264775414, 24.534769833496572, 0.21344717182497333, 23.816717019133936, 97.52899646999495]",71.72058911516913
2025-01-07T21_42_09,6,50,0.001,5,5,24.39116890734363,"[71.67848699763594, 0.0, 0.0, 0.0, 50.2773575390822]",56.73784336481086
2025-01-07T21_58_03,6,50,0.001,5,10,33.384668424709595,"[55.22458628841608, 1.3712047012732616, 0.16008537886872998, 12.638469284994965, 97.52899646999495]",81.25328590520027
2025-01-07T22_13_21,6,50,0.001,5,15,30.52745298893955,"[27.56501182033097, 0.0, 0.0, 27.240684793554887, 97.8315683308119]",84.46652084638934
2025-01-07T22_28_30,6,50,0.001,5,20,30.114181916032248,"[42.836879432624116, 9.549461312438785, 0.0, 0.0, 98.18456883509835]",85.9625511333061
2025-01-07T22_43_44,6,50,0.001,5,50,29.385194903478418,"[35.7919621749409, 6.807051909892263, 0.0, 6.545820745216516, 97.78113968734242]",87.01747648916421
2025-01-07T22_59_08,6,50,0.001,5,75,32.36821974538776,"[38.58156028368794, 7.247796278158668, 0.05336179295624333, 18.177240684793556, 97.78113968734242]",83.07507840616009
2025-01-07T23_20_53,6,50,0.001,5,100,40.800901719541635,"[64.77541371158392, 16.01371204701273, 0.10672358591248667, 25.176233635448135, 97.93242561775088]",72.64476793878674
2025-01-07T23_47_38,3,50,0.001,2,5,30.271164482369112,"[34.23167848699764, 0.0, 0.16008537886872998, 20.090634441087612, 96.87342410489158]",84.74389646114511
2025-01-08T00_01_47,3,50,0.001,2,10,29.331330360671558,"[39.81087470449173, 7.051909892262488, 0.0, 2.920443101711984, 96.87342410489158]",86.12599354514079
2025-01-08T00_16_01,3,50,0.001,2,15,29.92581176110295,"[33.191489361702125, 10.186092066601372, 0.21344717182497333, 8.862034239677746, 97.17599596570852]",85.47163862449906
2025-01-08T00_30_03,3,50,0.001,2,20,36.35995491982426,"[46.57210401891253, 16.601371204701273, 0.0, 21.34944612286002, 97.2768532526475]",77.56541119742351
2025-01-08T00_43_58,3,50,0.001,2,50,34.9920954416069,"[46.7612293144208, 11.361410381978452, 0.42689434364994666, 19.033232628398792, 97.37771053958649]",79.50414771744623
2025-01-08T00_57_52,3,50,0.001,2,75,37.271420626927885,"[49.83451536643026, 18.168462291870714, 0.5336179295624333, 20.644511581067473, 97.17599596570852]",76.63887476578655
2025-01-08T01_11_50,3,50,0.001,2,100,37.943802695466914,"[49.550827423167846, 20.323212536728697, 1.0672358591248665, 21.248741188318228, 97.52899646999495]",75.93919487169636
2025-01-08T01_25_35,3,50,0.001,5,5,26.76479271297012,"[35.46099290780142, 0.7835455435847208, 0.0, 0.0, 97.57942511346445]",89.18296250203102
2025-01-08T01_40_35,3,50,0.001,5,10,30.99728174149552,"[44.11347517730497, 0.0, 0.0, 12.990936555891238, 97.88199697428139]",84.06797806840233
2025-01-08T01_55_32,3,50,0.001,5,15,30.081388687023342,"[52.57683215130024, 0.04897159647404505, 0.0, 0.0, 97.78113968734242]",85.56375382718619
2025-01-08T02_10_36,3,50,0.001,5,20,32.036425828042375,"[38.91252955082742, 16.993143976493634, 0.0, 6.596173212487412, 97.68028240040343]",83.39790423991178
2025-01-08T02_25_34,3,50,0.001,5,50,29.954493816294065,"[50.82742316784869, 0.14691478942213515, 0.16008537886872998, 0.25176233635448136, 98.3862834089763]",86.22908375057608
2025-01-08T02_40_49,3,50,0.001,5,75,30.426203820618657,"[39.858156028368796, 7.492654260528893, 0.0, 6.948640483383686, 97.8315683308119]",85.45132686941017
2025-01-08T02_56_17,3,50,0.001,5,100,34.6090903657569,"[52.29314420803782, 10.186092066601372, 0.8004268943436499, 11.48036253776435, 98.28542612203732]",80.35786075084124
2025-01-06T16_23_46,7,50,0.001,2,5,25.350657182490483,"[28.321513002364068, 1.860920666013712, 0.0, 0.0, 96.57085224407463]",90.35958292593011
2025-01-06T16_37_27,7,50,0.001,2,10,40.34614752595484,"[52.05673758865248, 22.135161606268365, 0.0, 30.16112789526687, 97.37771053958649]",72.77580738857296
2025-01-06T16_51_05,7,50,0.001,2,15,35.024668572234035,"[52.198581560283685, 21.20470127326151, 0.21344717182497333, 4.128902316213495, 97.37771053958649]",79.37704057493431
2025-01-06T17_04_39,7,50,0.001,2,20,39.78346640586717,"[59.19621749408983, 32.370225269343784, 0.05336179295624333, 9.667673716012084, 97.62985375693394]",73.63595356071156
2025-01-06T17_18_09,7,50,0.001,2,50,36.1732416917666,"[48.60520094562648, 19.245837414299707, 1.3874066168623265, 14.04833836858006, 97.57942511346445]",77.99044929864127
2025-01-06T17_31_36,7,50,0.001,2,75,40.01504713652075,"[50.543735224586285, 25.857002938295786, 0.21344717182497333, 25.579053373615306, 97.88199697428139]",73.46513223895172
2025-01-06T17_45_02,7,50,0.001,2,100,40.70105851763673,"[57.16312056737589, 24.289911851126348, 1.814300960512273, 22.70896273917422, 97.52899646999495]",72.39250225722202
2025-01-06T17_58_32,7,50,0.001,5,5,27.1739228925933,"[34.988179669030735, 0.0, 0.0, 50.70493454179255, 50.17650025214322]",72.3939115222632
2025-01-06T18_13_17,7,50,0.001,5,10,24.90725867653115,"[19.1016548463357, 0.0, 0.0, 7.7039274924471295, 97.73071104387292]",92.21214492022793
2025-01-06T18_28_02,7,50,0.001,5,15,26.48594202561507,"[26.761229314420802, 7.7864838393731635, 0.0, 0.0, 97.88199697428139]",90.11317266907099
2025-01-06T18_42_47,7,50,0.001,5,20,41.110872638471264,"[66.7612293144208, 8.276199804113613, 3.6819637139807897, 28.751258811681772, 98.08371154815936]",72.0920100983047
2025-01-06T18_57_27,7,50,0.001,5,50,26.054816934839504,"[27.23404255319149, 4.603330068560235, 0.0, 0.0, 98.43671205244578]",91.12219732701364
2025-01-06T19_12_06,7,50,0.001,5,75,27.64195293962995,"[36.45390070921986, 1.909892262487757, 0.0, 1.812688821752266, 98.03328290468987]",89.07041806150414
2025-01-06T19_26_51,7,50,0.001,5,100,35.687963806919555,"[55.319148936170215, 17.43388834476004, 0.0, 7.7039274924471295, 97.98285426122038]",78.9891674209539
2025-01-06T19_41_27,8,50,0.001,2,5,22.014871085074198,"[13.049645390070921, 0.0, 0.0, 0.0, 97.02471003530006]",91.78302156258925
2025-01-06T19_54_45,8,50,0.001,2,10,30.65306254298877,"[25.579196217494086, 28.697355533790404, 0.0, 1.7623363544813697, 97.22642460917801]",84.51222589464425
2025-01-07T12_43_24,8,50,0.001,2,5,22.014871085074198,"[13.049645390070921, 0.0, 0.0, 0.0, 97.02471003530006]",91.78302156258925
2025-01-07T12_57_10,8,50,0.001,2,10,30.65306254298877,"[25.579196217494086, 28.697355533790404, 0.0, 1.7623363544813697, 97.22642460917801]",84.51222589464425
2025-01-07T13_10_54,8,50,0.001,2,15,37.08272148207108,"[49.881796690307326, 11.214495592556318, 0.9071504802561365, 25.88116817724068, 97.52899646999495]",76.81464126668726
2025-01-07T13_24_40,8,50,0.001,2,20,37.40991196515012,"[43.451536643026, 25.857002938295786, 0.3735325506937033, 20.090634441087612, 97.2768532526475]",76.21444820889168
2025-01-07T13_38_23,8,50,0.001,2,50,35.74878227972661,"[46.241134751773046, 26.591576885406464, 0.42689434364994666, 8.207452165156093, 97.2768532526475]",78.50695576620592
2025-01-07T13_52_10,8,50,0.001,2,75,39.99669992868411,"[54.23167848699764, 27.42409402546523, 0.05336179295624333, 20.644511581067473, 97.62985375693394]",73.42546846698703
2025-01-07T14_05_55,8,50,0.001,2,100,37.794943086284704,"[52.90780141843972, 19.637610186092065, 0.32017075773745995, 18.52970795568983, 97.57942511346445]",76.20348123611626
2025-01-07T14_19_33,8,50,0.001,5,5,19.556227937468485,"[0.0, 0.0, 0.0, 0.0, 97.78113968734242]",97.57474170097818
2025-01-07T14_34_30,8,50,0.001,5,10,20.42746322464351,"[4.25531914893617, 0.0, 0.0, 0.0, 97.88199697428139]",97.25918148078864
2025-01-07T14_49_29,8,50,0.001,5,15,24.82966112731719,"[26.6193853427896, 0.0, 0.0, 0.050352467270896276, 97.47856782652546]",92.28248953206483
2025-01-07T15_04_34,8,50,0.001,5,20,23.284306261229105,"[8.037825059101655, 0.0, 8.537886872998932, 1.9133937562940584, 97.93242561775088]",94.21303553634783
2025-01-07T15_19_39,8,50,0.001,5,50,30.923996494452712,"[42.12765957446808, 3.281096963761019, 0.0, 11.379657603222558, 97.8315683308119]",84.77655391603273
2025-01-07T15_34_38,8,50,0.001,5,75,36.649336803504966,"[55.60283687943263, 10.577864838393731, 0.0, 19.385699899295066, 97.68028240040343]",77.55769504092407
2025-01-07T15_49_40,8,50,0.001,5,100,37.72863452728318,"[59.810874704491724, 11.410381978452499, 0.05336179295624333, 19.385699899295066, 97.98285426122038]",76.53852920771148
2025-01-07T16_06_34,9,50,0.001,2,5,28.148289610576445,"[32.38770685579196, 0.0, 4.482390608324439, 7.7039274924471295, 96.1674230963187]",87.17031239693014
2025-01-07T16_20_23,9,50,0.001,2,10,32.15127374029924,"[36.737588652482266, 19.58863858961802, 0.05336179295624333, 6.948640483383686, 97.42813918305598]",82.47425377152388
2025-01-07T16_34_14,9,50,0.001,2,15,41.740153639465234,"[56.45390070921986, 25.51420176297747, 0.0, 29.7079556898288, 97.02471003530006]",70.9095109807208
2025-01-07T16_48_11,9,50,0.001,2,20,39.647993364851494,"[61.6548463356974, 17.62977473065622, 0.48025613660619, 21.299093655589125, 97.17599596570852]",73.61267930263473
2025-01-07T17_02_07,9,50,0.001,2,50,40.64730436029058,"[52.6241134751773, 29.13809990205681, 1.3874066168623265, 22.557905337361532, 97.52899646999495]",72.39750670123743
2025-01-07T17_15_52,9,50,0.001,2,75,39.95370448584165,"[61.08747044917258, 20.421155729676787, 0.6403415154749199, 20.14098690835851, 97.47856782652546]",73.30264350999713
2025-01-07T17_29_39,9,50,0.001,2,100,41.00105159677401,"[55.74468085106383, 28.011753183153772, 0.96051227321238, 22.759315206445116, 97.52899646999495]",72.05312660210829
2025-01-07T17_43_28,9,50,0.001,5,5,25.734343575662685,"[0.0, 6.219392752203722, 0.0, 25.6797583081571, 96.7725668179526]",90.32537158170108
2025-01-07T17_58_40,9,50,0.001,5,10,34.446136724446546,"[31.11111111111111, 9.30460333006856, 2.614727854855923, 31.973816717019133, 97.22642460917801]",79.95939098609207
2025-01-07T18_13_52,9,50,0.001,5,15,30.81420846094492,"[36.832151300236404, 18.90303623898139, 0.0, 0.0, 98.33585476550681]",85.11913547017708
2025-01-07T18_28_57,9,50,0.001,5,20,41.54878365714527,"[63.12056737588653, 17.8256611165524, 1.1205976520811098, 27.442094662638468, 98.23499747856783]",71.71885624079113
2025-01-07T18_50_25,9,50,0.001,5,50,34.38825063631435,"[47.3758865248227, 0.2448579823702253, 0.05336179295624333, 26.08257804632427, 98.18456883509835]",80.64409035906417
2025-01-07T19_05_50,9,50,0.001,5,75,35.364963254527616,"[53.522458628841605, 12.78158667972576, 0.0, 12.43705941591138, 98.08371154815936]",79.41635990308671
2025-01-07T19_21_05,9,50,0.001,5,100,39.00842177988939,"[58.53427895981087, 15.377081292850148, 0.6403415154749199, 22.507552870090635, 97.98285426122038]",74.90271043840082
2025-01-08T23_20_11,0,50,0.001,10,5,21.965500438658648,"[0.0, 0.0, 23.799359658484526, 35.397784491440085, 50.63035804336863]",83.5958898089169
2025-01-08T23_39_15,0,50,0.001,10,10,24.76977714831386,"[25.81560283687943, 0.0, 0.0, 0.0, 98.03328290468987]",92.27553762834305
2025-01-08T23_57_59,0,50,0.001,10,15,25.383790588799123,"[28.179669030732864, 0.0, 0.0, 0.0, 98.73928391326274]",91.47023456840523
2025-01-09T00_38_41,0,50,0.001,10,20,26.75630590726015,"[30.16548463356974, 5.582761998041136, 0.0, 0.0, 98.03328290468987]",89.97829291166371
2025-01-09T00_57_23,0,50,0.001,10,50,20.506875820359582,"[3.5933806146572107, 0.0, 0.0, 0.0, 98.9409984871407]",98.35656951071971
2025-01-09T01_15_59,0,50,0.001,10,75,25.634234762193238,"[28.60520094562648, 1.028403525954946, 0.0, 0.0, 98.53756933938477]",91.74297434863355
2025-01-09T01_34_01,0,50,0.001,10,100,30.533029605323122,"[38.77068557919622, 0.0, 0.0, 15.760322255790534, 98.13414019162884]",85.85705514462502
2025-01-09T01_52_09,1,50,0.001,10,5,21.949549897533284,"[58.86524822695035, 0.0, 0.0, 0.0, 50.88250126071608]",48.65403675127982
2025-01-09T02_28_28,1,50,0.001,10,10,23.805125811042853,"[35.69739952718676, 0.0, 0.0, 20.040281973816718, 63.28794755421079]",72.51810401981777
2025-01-09T06_04_16,1,50,0.001,10,15,27.298818492032616,"[14.089834515366432, 0.0, 0.0, 24.118831822759315, 98.28542612203732]",89.40078218016097
2025-01-09T07_16_40,1,50,0.001,10,20,27.347752050644363,"[11.867612293144209, 0.0, 0.0, 26.837865055387716, 98.03328290468987]",89.55729035866719
2025-01-09T08_25_26,1,50,0.001,10,50,21.34659499361595,"[7.9432624113475185, 0.0, 0.0, 0.0, 98.78971255673223]",97.26023106728515
2025-01-09T08_57_58,1,50,0.001,10,75,25.02634091908885,"[26.24113475177305, 0.0, 0.0, 0.0, 98.8905698436712]",92.84728592428769
2025-01-09T09_14_49,1,50,0.001,10,100,23.6596030800814,"[19.810874704491727, 0.0, 0.0, 0.0, 98.48714069591527]",94.42258948915001
2025-01-09T09_31_51,2,50,0.001,10,5,23.626241492401725,"[22.31678486997636, 0.0, 0.0, 0.0, 95.81442259203227]",91.85691680876451
2025-01-09T09_49_38,2,50,0.001,10,10,28.41934680412995,"[19.810874704491727, 0.4897159647404506, 0.0, 26.08257804632427, 95.7135653050933]",75.05039614406493
2025-01-09T10_07_21,2,50,0.001,10,15,27.79330693876675,"[43.40425531914894, 0.0, 0.0, 0.0, 95.56227937468482]",87.97006766938685
2025-01-09T10_25_43,2,50,0.001,10,20,28.549779508803557,"[45.673758865248224, 0.0, 0.0, 0.0, 97.07513867876955]",87.71106761837017
2025-01-09T10_43_09,2,50,0.001,10,50,29.497381107259905,"[40.04728132387707, 0.0, 9.658484525080043, 0.0, 97.78113968734242]",86.8182243370859
2025-01-09T11_00_14,2,50,0.001,10,75,19.735882662203196,"[0.14184397163120568, 0.0, 0.0, 0.0, 98.53756933938477]",99.20481460993517
2025-01-09T11_17_02,2,50,0.001,10,100,27.11051025918892,"[37.11583924349882, 0.0, 0.0, 0.0, 98.43671205244578]",89.96503100747917
2025-01-09T11_33_59,3,50,0.001,10,5,19.596570852244078,"[0.0, 0.0, 0.0, 0.0, 97.98285426122038]",98.70170633356003
